date,product,product_line,product_type,type,market_size,market,state,marketing,total_expenses,inventory,cogs,margin,sales,profit,difference_between_actual_and_target_profit,target_cogs,target_margin,target_sales,target_profit
4,10,1,2,0,0,0,-1.409155499356168,0.5998505817383352,0.6994264329016429,-0.3409049208504133,-0.4846028851583208,-0.3443933508851189,-0.46592223825554197,-0.6525030533973313,-0.7986180009039034,-0.6346227351234747,-0.411711574071381,-0.5380445921251907,-0.38784139572936444
4,11,1,2,0,0,0,-1.409155499356168,-0.5176305588603369,-0.2788434721025157,-0.4479239554549065,-0.4691693019987773,-0.3443933508851189,-0.4591746224173918,-0.34395095670313064,-0.550368739666592,-0.6346227351234747,-0.411711574071381,-0.5380445921251907,-0.13073305474023522
4,10,1,2,0,0,2,1.0833880388121369,-0.6717658885980848,-0.5628573154908199,-0.4326355219399789,-0.6080715504346685,-0.42111096356880506,-0.5671364758277936,-0.32404436981963386,-0.5052325103507173,-0.6346227351234747,-0.411711574071381,-0.5380445921251907,-0.13073305474023522
4,5,1,3,1,0,1,-1.0768163609337271,-0.7873673859013958,-1.0362137211379934,0.06096247439911208,-0.685239466232386,-0.5087882352073035,-0.654855481723745,-0.254371315727395,-0.3472557077451554,-0.48234769113316056,-0.411711574071381,-0.4694981241745006,-0.13073305474023522
4,9,1,3,1,0,3,-1.575325068567388,-0.2864275642537152,0.005170371285788369,-0.18037636894367357,-0.1604976388079078,0.08303334835256104,-0.061065287966535535,-0.0453521534506785,0.12667470007152998,-0.7868977791137887,-0.411711574071381,-0.6065910600758808,-0.13073305474023522
4,6,0,1,0,1,0,-0.7444772225112866,-1.1727057102457654,-1.3202275645262973,-0.4206231813211072,-1.271715626295038,-0.6512638016198635,-0.9989838894694004,-0.29418448949438863,-0.663209312956279,-1.0914478670944168,-0.411711574071381,-0.743683995977261,-0.0021788842456706035
4,6,0,1,0,1,1,-1.2429859301449475,-0.5946982237292109,-0.34195765952213886,-0.48068488441546564,-0.5463372177964947,-0.42111096356880506,-0.5401460124751931,-0.3937174239118727,-0.663209312956279,-0.6346227351234747,-0.411711574071381,-0.5380445921251907,-0.13073305474023522
4,7,0,0,0,1,2,0.7510489003896962,-0.9029688832047067,-1.130885002267428,0.04785810281488843,-0.8550088809873642,-0.6951024374391127,-0.8437887251919479,-0.3937174239118727,-0.888890459535653,-0.6346227351234747,-0.411711574071381,-0.5380445921251907,-0.0021788842456706035
4,7,0,0,0,1,3,-0.07979894566640537,-0.8259012183358327,-0.7521998777496892,0.20183446892951637,-0.7932745483491903,-0.7170217553487374,-0.8302934935156477,-0.5330635320963504,-0.9791629181674026,-0.6346227351234747,-0.411711574071381,-0.5380445921251907,-0.13073305474023522
4,6,0,1,0,1,3,1.249557608023357,-0.7488335534669588,-1.0046566274281816,0.07188278405263179,-0.654372299913299,-0.4759092583428666,-0.6211174025329944,-0.2344647288438982,-0.5278006250086547,-0.7868977791137887,-0.411711574071381,-0.6065910600758808,-0.0021788842456706035
